adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/38W3ELhUprf0aTWyviRggCs1Jmi.jpg,"[35, 18]",43200,it,Basilicata Coast to Coast,A music group and a journalist cross the region of Basilicata by foot to attend a music festival.,6.763,/1jFrV9DPPS38jgYgyUFJXukMsAt.jpg,2010-04-09,Basilicata Coast to Coast,False,6.265,370
False,/7i6SMeioykainE8TTbYXkANbMKv.jpg,"[878, 27, 53]",11954,en,Lifeforce,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,41.387,/953hMDf9G2ZRIEs97M6iFIYWtWF.jpg,1985-06-21,Lifeforce,False,6.265,559
False,/8S0fdn8FumgyqEN2yQDeVfBFOk1.jpg,[18],9440,en,Primary Colors,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",50.173,/1FDR837wg7bi02F1R7JESCoPWBD.jpg,1998-03-20,Primary Colors,False,6.265,300
False,/4A0f1oqkJLohy8LXjmJpops7CMB.jpg,"[53, 18, 80]",8984,en,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",23.888,/1DcDAJ5vM5XKKONmTaadq5GHpfk.jpg,1994-12-09,Disclosure,False,6.265,1129
False,/83RAbxUbiaHlWVRSQo2nlB7nMLJ.jpg,"[35, 10749, 14]",2619,en,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",37.151,/7FutTsMWBwVhjk1Ujf1wtndUVZh.jpg,1984-03-09,Splash,False,6.265,1286
False,/2vcdZBbf7sPPzIHfN5ial24UbxK.jpg,"[28, 12, 878]",305470,en,Power Rangers,"Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",49.311,/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,2017-03-23,Power Rangers,False,6.263,4313
False,/wvqdJLVh0mSblly7UnYFPEk04Wd.jpg,"[12, 28, 878]",2080,en,X-Men Origins: Wolverine,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",6.319,/yj8LbTju1p7CUJg7US2unSBk33s.jpg,2009-04-28,X-Men Origins: Wolverine,False,6.3,10174
False,/t7I942V5U1Ggn6OevN75u3sNYH9.jpg,"[28, 53]",760868,sv,Svart krabba,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",21.182,/mcIYHZYwUbvhvUt8Lb5nENJ7AlX.jpg,2022-03-18,Black Crab,False,6.266,785
False,/6Pq5k17JjKfBErKz42e7mkDlBZF.jpg,"[80, 18, 36]",245706,en,True Story,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.",20.473,/ncP8XQ0bXP0xSpJmMsRt8mUcEXd.jpg,2015-04-17,True Story,False,6.263,1906
False,/ngYzIWyVgDor1TtGZ8fK7AFOdGr.jpg,"[12, 16, 10751]",11238,en,Aladdin and the King of Thieves,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",28.016,/kTH7qEyvdDYMoQraQZm3LFKCge3.jpg,1996-05-20,Aladdin and the King of Thieves,False,6.3,1797
False,/5EkowLSlfQT50KbeHzhvbdyaIoI.jpg,"[28, 80, 18, 53]",8838,en,Mercury Rising,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",29.243,/60AAso6I2TzQCy2SjqtzPni8csA.jpg,1998-04-03,Mercury Rising,False,6.262,1463
False,/pDQvWtaF4ujUooN4lojronauIFU.jpg,"[35, 18]",518452,en,Like Father,"When a workaholic young executive, is left at the altar, she ends up on her Caribbean honeymoon cruise with the last person she ever expected: her estranged and equally workaholic father. The two depart as strangers, but over the course of a few hilarious adventures, a couple of umbrella-clad cocktails and a whole lot of soul-searching, they return with a renewed appreciation for family and life.",22.115,/xPN8iFewcLAdonUec76qrAEnHm6.jpg,2018-08-03,Like Father,False,6.261,645
False,/IorAAceTVBGg6Nf3b9X0DiibC4.jpg,[35],301272,it,Andiamo a quel paese,"Valentino and Salvo, unemployed and in search of fortune and recommendation, leave Palermo for Valentino’s home town, Monteforte, where they will try to survive the Italian crisis by opening some sort of hospice.",6.19,/vcUKXHI7uOLJeLdresvwHlRpGfs.jpg,2014-11-06,Let's Go to the Country,False,6.261,440
False,/c9yWoqYOB0dA10CpsdEr5i9vK3R.jpg,"[10751, 16, 12]",25913,en,Balto II: Wolf Quest,Balto and his daughter Aleu embark on a journey of adventure and self discovery.,16.726,/dZ958HnW3JO2pEZeedjmoZCV8Rn.jpg,2002-02-19,Balto II: Wolf Quest,False,6.261,509
False,/52UZWu9S0wL2HYZmvoi5DcOOYiB.jpg,"[35, 10749]",17281,en,Gigi,"A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy.",35.346,/v4jPy20pdYIFiqtsNvrek7l6ALl.jpg,1958-05-15,Gigi,False,6.3,303
False,/yqpDRVupR0mi4gXqQ7XrXO2RdR2.jpg,"[35, 10751]",11041,en,The Beverly Hillbillies,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",20.062,/refYLEQvzkY63i2IHronCPQODex.jpg,1993-10-15,The Beverly Hillbillies,False,6.3,512
False,/sega8RtajHVT8JbbdoYBAbikaXj.jpg,"[27, 14, 18]",428399,en,Cold Skin,A young man who arrives at a remote island finds himself trapped in a battle for his life.,64.291,/yYDNVAckvOHH9v6EGVB73cMyZgZ.jpg,2017-10-20,Cold Skin,False,6.26,592
False,/c2fo10nYL5Yyesj4gUDaVO2TISh.jpg,"[18, 35]",182415,it,"Bianca come il latte, rossa come il sangue","Leo falls in love with Beatrice, a slightly older high-school student who has leukemia.",7.847,/d1YIOnwagskZyLwowkvQU1XkEw1.jpg,2013-04-02,"White as Milk, Red as Blood",False,6.26,608
False,/1sJQL5qbUYpSNWry2l5AUYgr1y7.jpg,[35],142320,it,Viva l'Italia,"The story of a leading political man, suddenly telling “all the truth” after a serious illness and therefore overwhelming lifes of anyone surrounding him…",5.362,/xVK4lKK0p5qxhWVsQt8EqL3f6jB.jpg,2012-10-25,Viva l'Italia,False,6.26,350
False,/sROVt0q9PR5TQvwb2E9QrIKdFak.jpg,"[9648, 27, 28]",29427,en,The Crazies,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,24.11,/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg,2010-02-26,The Crazies,False,6.26,1974
False,/kpVQHZrBLUsB35S1pTbP8apgT5W.jpg,"[18, 12]",10534,en,White Squall,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",30.518,/muhTVa52IufjTaqNseXFQUAEuyG.jpg,1996-02-02,White Squall,False,6.26,340
False,/vian6RN3bC4QdBQzY1wTmBkhxVQ.jpg,"[12, 35]",9896,en,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",22.564,/8ghNCfFbCJjcNSz2K5jOC3eO6ZD.jpg,2001-08-17,Rat Race,False,6.26,1715
False,/anwkM7d5eh8QBTixutDcgfXXVxG.jpg,"[80, 18]",571495,it,Lo spietato,"Milan, Italy, 1967. Santo Russo, a boy of Calabrian origin, arrives north with his parents and younger brother to find better living conditions. Due to an absurd misunderstanding and his father's contempt, Santo ends up in prison, where he gets a “true education.” In 1978, he and his friends Slim and Mario embark on a 15-year criminal career, a successful and ruthless spiral of robberies, kidnappings, murders and heroin smuggling.",48.779,/tlm4Jtl8WJfoW2jg52f5ewKQWym.jpg,2019-04-08,The Ruthless,False,6.259,400
False,/61x4IXb92ZPhqBJvzVW6Et9pvmY.jpg,"[80, 53]",351809,es,Cien años de perdón,"Valencia, Spain. On a rainy morning, six armed men in disguise assault a bank. But what seemed like an easy heist, quickly goes wrong with nothing unfolding as planned, and mistrust quickly builds between the two leaders of the gang.",12.436,/elEaCDGOymaTePaM7oL41WaT0aC.jpg,2016-03-03,To Steal from a Thief,False,6.259,359
False,/nVdx8lqgqDjDjp3YOOazEivR3OK.jpg,"[28, 12, 53]",49021,en,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",27.519,/7O2U0WPFPSvNSUYZlhbnV081lBF.jpg,2011-09-22,Killer Elite,False,6.259,2046
False,/jmqkMxZMYdNuSh8AjhvrcM0OXtn.jpg,"[14, 12, 35]",14728,en,The Librarian: The Curse of the Judas Chalice,"While on a dangerous mission to recover the historic Judas Chalice, Flynn is saved by Simone. But when double-crossed by a respected professor and ambushed by a ruthless gang, Flynn realizes Simone's secret, his true mission and a shocking discovery are all lying within a decaying New Orleans crypt.",16.952,/dNb7NiMtRdjTKeXVRrGcTQXgpEM.jpg,2008-10-25,The Librarian: The Curse of the Judas Chalice,False,6.259,456
False,/lCPOmWoqtmVrI2yUNUw8iaOaTJn.jpg,"[53, 28, 18]",1537,en,Changing Lanes,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",16.439,/8wh9WzTKo5pJw3EgHYWA60W7Kbl.jpg,2002-04-07,Changing Lanes,False,6.259,1058
False,/fX8e94MEWSuTJExndVYxKsmA4Hw.jpg,"[35, 53, 28, 12]",604822,zh,急先锋,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,45.536,/mKvw1Ic9enfFlCPBNJGiejRPMUO.jpg,2020-09-30,Vanguard,False,6.242,485
False,/zETkzgle7c6wAeW11snnVUBp67S.jpg,"[27, 53]",599975,en,Countdown,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",53.291,/5TQ0kM41vWFWFAPbZGitOxDysZU.jpg,2019-10-24,Countdown,False,6.258,2037
False,/5mbFEJStH59cNFcF7VkRgsSxMqK.jpg,"[28, 53, 878]",10483,en,Death Race,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",56.824,/5A79GeOb3uChQ0l0ZDjDyODKQp3.jpg,2008-08-22,Death Race,False,6.258,3628
False,/41EKMZkoZY2GSGwGLVsZIRVFViM.jpg,"[35, 18, 10749]",9686,en,New York Stories,"Get ready for a wildly diverse, star-studded trilogy about life in the big city. One of the most-talked about films in years, New York Stories features the creative collaboration of three of America's most popular directors, Martin Scorsese, Francis Coppola, and Woody Allen.",11.457,/wu4VK8e3T7AkcGcOmAWRkZGTAkh.jpg,1989-03-10,New York Stories,False,6.258,353
False,/sjsCTLiV48JFl6sVvVQj4gkaLDM.jpg,[27],9373,en,The Texas Chainsaw Massacre,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",52.283,/81EOg37tjNCYXk03Ey9mSrWq6gi.jpg,2003-05-21,The Texas Chainsaw Massacre,False,6.258,2543
False,/PwI3EfasE9fVuXsmMu9ffJh0Re.jpg,"[27, 9648, 53]",406563,en,Insidious: The Last Key,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",54.198,/nb9fc9INMg8kQ8L7sE7XTNsZnUX.jpg,2018-01-03,Insidious: The Last Key,False,6.257,2804
False,/rMvPXy8PUjj1o8o1pzgQbdNCsvj.jpg,"[28, 12, 53]",299054,en,Expend4bles,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",192.918,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,2023-09-15,Expend4bles,False,6.257,1366
False,/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,"[878, 27, 53]",158015,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",46.263,/46X1ei9uf13nkkr0OhWldGyr5Uh.jpg,2013-05-31,The Purge,False,6.257,8181
False,/A49CBR0TUdVrHdSI9YcMjbyV4q9.jpg,"[878, 28, 53]",34851,en,Predators,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,100.901,/54LZIRznS0Zjn7ZDXrsGVe3HXei.jpg,2010-07-03,Predators,False,6.257,3946
False,/gFDOQMQwo5UWegXE5kNEchn1eKx.jpg,"[53, 80, 18]",580532,en,Crisis,"Three stories about the world of opioids collide: a drug trafficker arranges a multi-cartel Fentanyl smuggling operation between Canada and the U.S., an architect recovering from an OxyContin addiction tracks down the truth behind her son's involvement with narcotics, and a university professor battles unexpected revelations about his research employer, a drug company with deep government influence bringing a new ""non-addictive"" painkiller to market.",27.419,/15e2VcMTtk3pqgGlHWxisvygFAw.jpg,2021-02-26,Crisis,False,6.256,322
False,/ibKeXahq4JD63z6uWQphqoJLvNw.jpg,"[28, 878, 27]",345940,en,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",129.696,/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,2018-08-09,The Meg,False,6.256,7421
False,/xLH9jvY4tNzcKvopgEGYI7YeAy7.jpg,"[27, 878, 10402]",14353,en,Repo! The Genetic Opera,"By the year 2056, an epidemic of organ failures has devastated the planet. The megacorporation GeneCo provides organ transplants on a payment plan - and those who can’t fulfill their plans have their organs repossessed. In the midst of this, a sickly teenager discovers a shocking secret about herself, her father, and their connection to GeneCo.",11.685,/yZPrZC1mkqEW39RF7zRBdDAEvem.jpg,2008-11-07,Repo! The Genetic Opera,False,6.256,317
